FID,OBJECTID,Comment,YEAR_BUILT,PORTS,PRIVATE,LAT,LONG,ELEV,Hydrant_Ty,Address_Nu,Street_Nam,Repairs_Ne,Last_Maint,Maintained,PSI,POINT_X,POINT_Y,POINT_Z,POINT_M
120,121, ,0,3,Y,45.538023500900003,-122.395837771999993,21.469642718100001, ,642.000000000000000,HALSEY, ,,N,0,7716362.513190000317991,687946.351264000055380,21.469600000000000,0.000000000000000
121,122, ,0,3,Y,45.538984650499998,-122.396372291999995,12.140906525000000, ,360.000000000000000,HALSEY, ,,N,0,7716233.816270000301301,688299.911909000016749,12.140900000000000,0.000000000000000
122,123,needs  paint,1993,3,N,45.540692214099998,-122.389210262000006,3.212404946750000,Muller SC,146.000000000000000,HISTORIC COLUMBIA RIVER,Replace Reflector,5/5/2014 0:00:00,Y,80,7718082.624909999780357,688879.838898999965750,0.000000000000000,0.000000000000000
123,124, ,1996,3,N,45.540685786600001,-122.388224863000005,3.197991914300000,Waterous 67,108.000000000000000,HISTORIC COLUMBIA RIVER,Need Paint,5/5/2014 0:00:00,Y,80,7718336.071580000221729,688870.341541999951005,0.000000000000000,0.000000000000000
124,125, ,1982,3,N,45.540684590399998,-122.387188799000000,2.425252930310000,Muller Improved,202.000000000000000,HISTORIC COLUMBIA RIVER,Need Paint,5/5/2014 0:00:00,Y,80,7718600.687520000152290,688864.462616999982856,2.425300000000000,0.000000000000000
125,126, ,1993,3,N,45.540677412999997,-122.385449385000001,-0.159651636269000,Muller SC,330.000000000000000,HISTORIC COLUMBIA RIVER,Need Paint,5/5/2014 0:00:00,Y,80,7719046.172849999740720,688851.441646000021137,0.000000000000000,0.000000000000000
126,127,needs paint,2006,3,N,45.538485902799998,-122.382556843000003,-9.413613723070000,Muller SC,726.000000000000000,HISTORIC COLUMBIA RIVER,Replace Reflector,5/5/2014 0:00:00,Y,90,7719768.407949999906123,688035.341571999946609,0.000000000000000,0.000000000000000
127,128,needs paint,2006,3,N,45.537305934999999,-122.381167887999993,-8.864488908849999,Muller SC,840.000000000000000,HISTORIC COLUMBIA RIVER,Replace Reflector,5/5/2014 0:00:00,Y,95,7720114.247809999622405,687596.935624000034295,0.000000000000000,0.000000000000000
128,129, ,1978,3,N,45.536225450700002,-122.380122904999993,-6.639414543690000,Muller Improved,713.000000000000000,JACKSON PARK,Need Paint,5/5/2014 0:00:00,Y,90,7720372.698409999720752,687196.787475000019185,0.000000000000000,0.000000000000000
129,130, ,1986,3,N,45.534668269599997,-122.378288849000000,-7.759987344390000,Muller SC,901.000000000000000,JACKSON PARK,Need Paint,5/5/2014 0:00:00,Y,100,7720829.326100000180304,686618.250246000010520,-7.759999999990000,0.000000000000000
130,131, ,2006,3,N,45.537720823500003,-122.378438411999994,-8.434768300900000,Waterous 67,1110.000000000000000,HISTORIC COLUMBIA RIVER,Replace Reflector,7/9/2014 0:00:00,Y,92,7720816.955719999969006,687731.895327999955043,-8.434799999999999,0.000000000000000
131,132,RV PARK,1992,3,N,45.539116092299999,-122.380176906000003,-9.459637685660001,Waterous 67,633.000000000000000,HISTORIC COLUMBIA RIVER,Replace Reflector,5/5/2014 0:00:00,Y,95,7720383.458890000358224,688250.845406000036746,-9.459600000000000,0.000000000000000
132,133,RV PARK,1992,3,N,45.539735540499997,-122.381820415999996,-10.349652061000000,Waterous 67,633.000000000000000,HISTORIC COLUMBIA RIVER,Replace Reflector,5/5/2014 0:00:00,Y,95,7719967.726119999773800,688486.443687999970280,-10.349700000000000,0.000000000000000
133,134,COLLECT DATA,0,3,N,45.541140926600001,-122.386362750000004,-2.262079956710000, ,0.000000000000000,HISTORIC COLUMBIA RIVER, ,,N,0,7718816.104410000145435,689026.617148000048473,0.000000000000000,0.000000000000000
134,135, ,2010,3,N,45.539964577600003,-122.386202111000003,8.592948295330000,Muller SC,204.000000000000000,HARLOW,Need Paint,5/5/2014 0:00:00,Y,70,7718847.296600000001490,688596.107838999945670,8.592900000000000,0.000000000000000
135,136,needs  paint,2004,3,N,45.539966826799997,-122.386640119000006,8.572608567550001,Waterous 67,203.000000000000000,HARLOW,Replace Reflector,5/7/2014 0:00:00,Y,75,7718735.119660000316799,688599.548120000050403,8.572600000000000,0.000000000000000
136,137,needs paint,2010,3,N,45.539982091699997,-122.388227469000000,9.462793786150000,Muller SC,224.000000000000000,BUXTON,Replace Reflector,5/7/2014 0:00:00,Y,70,7718328.649349999614060,688614.612722999998368,9.462799999990001,0.000000000000000
137,138, ,1999,3,N,45.539924376199998,-122.389439388000000,9.378771074470000,Muller SC,223.000000000000000,BUXTON,Need Paint,8/9/2013 0:00:00,Y,71,7718017.723790000192821,688600.834206999978051,0.000000000000000,0.000000000000000
138,139,needs paint,2010,3,N,45.539262425200000,-122.387211656999995,17.717813217200000,Muller SC,208.000000000000000,3RD,Replace Reflector,5/7/2014 0:00:00,Y,60,7718582.721020000055432,688346.207092000055127,17.717800000000000,0.000000000000000
139,140,needs long key,2010,3,N,45.539250879299999,-122.385449485999999,23.024943524400001,Muller SC,360.000000000000000,3RD,Need Paint,7/9/2014 0:00:00,Y,48,7719033.940919999964535,688331.388552000047639,23.024899999999999,0.000000000000000
140,141,cracked dust cover,1973,3,N,45.535696042700003,-122.386505599000003,48.965768005000001,Iowa,116.000000000000000,8TH,Need Paint,5/7/2014 0:00:00,Y,75,7718733.219730000011623,687042.003991000005044,0.000000000000000,0.000000000000000
141,142, ,2010,3,N,45.536402028399998,-122.387462833000001,49.929121931300003,Muller SC,146.000000000000000,7TH,Replace Reflector,5/7/2014 0:00:00,Y,70,7718494.018769999966025,687305.070065999985673,49.929099999999998,0.000000000000000
142,143, ,2007,3,N,45.536401396700001,-122.386466218999999,48.366543288899997,Muller SC,242.000000000000000,7TH,Need Paint,5/7/2014 0:00:00,Y,80,7718749.307950000278652,687299.101573999971151,0.000000000000000,0.000000000000000
143,144, ,2010,3,N,45.537116463200000,-122.386507112999993,47.043940512500001,Muller SC,603.000000000000000,HARLOW,Need Paint,5/7/2014 0:00:00,Y,75,7718744.924110000021756,687559.768704000045545,47.043900000000001,0.000000000000000
144,145, ,2010,3,N,45.537129965699997,-122.388250945999999,46.951272305200000,Muller SC,608.000000000000000,BUXTON,Replace Reflector,5/7/2014 0:00:00,Y,75,7718298.264240000396967,687575.059356000041589,0.000000000000000,0.000000000000000
145,146, ,2010,3,N,45.537801043999998,-122.387287959000005,43.569698734699998,Muller SC,210.000000000000000,5TH,Replace Reflector,5/7/2014 0:00:00,Y,90,7718550.730270000174642,687813.977184999966994,43.569699999999997,0.000000000000000
146,147, ,2000,3,N,45.537837090399996,-122.385202523999993,45.965140611800003,Clow,408.000000000000000,5TH,Extension Kit,5/7/2014 0:00:00,Y,85,7719085.173750000074506,687814.572983999969438,0.000000000000000,0.000000000000000
147,148,needs reflector,2010,3,N,45.538559725299997,-122.386221398000004,37.298464595799999,Muller SC,422.000000000000000,HARLOW,Extension Kit,5/7/2014 0:00:00,Y,90,7718830.329769999720156,688084.073102000053041,37.298499999999997,0.000000000000000
148,149, ,1974,3,N,45.538618941099998,-122.391423949000000,18.662017273899998,Iowa,342.000000000000000,4TH,Replace Reflector,5/7/2013 0:00:00,Y,58,7717498.235329999588430,688136.888613000046462,18.661999999999999,0.000000000000000
149,150, ,2010,3,N,45.538617128100000,-122.388504839999996,25.211658927599998,Muller SC,405.000000000000000,BUXTON,Need Paint,5/7/2014 0:00:00,Y,45,7718245.968080000020564,688118.732481000013649,0.000000000000000,0.000000000000000
150,151, ,2010,3,N,45.535291367399999,-122.388304973999993,55.155755016299999,Muller SC,803.000000000000000,S BUXTON RD,Replace Reflector,5/7/2014 0:00:00,Y,60,7718265.241009999997914,686905.287729999981821,0.000000000000000,0.000000000000000
151,152, ,1979,3,N,45.533535976300001,-122.388421051999998,59.369318795900000,Dresser 500,0.000000000000000,CHERRY PARK,Need Paint,6/2/2014 0:00:00,Y,50,7718224.131509999744594,686266.106921000056900,59.369300000000003,0.000000000000000
152,153, ,1979,3,N,45.533506417399998,-122.391634537000002,65.943376765799997,Iowa,348.000000000000000,CHERRY PARK,Need Paint,6/5/2014 0:00:00,Y,50,7717400.650550000369549,686274.594436999992467,65.943399999999997,0.000000000000000
153,154,cannot get on valve,1990,3,N,45.540491549999999,-122.392252900000003,6.714265224000000,Clow 2500,540.000000000000000,HALSEY,O-Rings,7/9/2014 0:00:00,Y,70,7717301.874499999918044,688824.444324000040069,0.000000000000000,0.000000000000000
154,155, ,0,3,Y,0.000000000000000,0.000000000000000,0.000000000000000, ,2408.000000000000000,HALSEY, ,,N,0,7712296.187660000286996,687669.002738000010140,0.000000000000000,0.000000000000000
155,156, ,0,3,Y,0.000000000000000,0.000000000000000,0.000000000000000, ,2430.000000000000000,HALSEY, ,,N,0,7712300.315929999575019,687744.807048000046052,0.000000000000000,0.000000000000000
156,157, ,0,3,Y,0.000000000000000,0.000000000000000,0.000000000000000, ,2408.000000000000000,HALSEY, ,,N,0,7712685.031700000166893,687048.719857000047341,0.000000000000000,0.000000000000000
157,158, ,1995,3,N,45.540990268999998,-122.398830630999996,3.623000000000000,Waterous 67,1075.000000000000000,HISTORIC COLUMBIA RIVER,Need Paint,7/9/2014 0:00:00,Y,76,7715617.635409999638796,689047.858904000022449,0.000000000000000,0.000000000000000
158,159, ,1979,3,N,45.532020555800003,-122.399540115999997,70.501463266399995,Muller SC,1218.000000000000000,13TH,Need Paint,3/31/2014 0:00:00,Y,40,7715363.010590000078082,685778.957961000036448,0.000000000000000,0.000000000000000
159,160,needs paint,1979,3,N,45.531492524800001,-122.401235247000002,73.973708007799999,Muller SC,1404.000000000000000,13TH,Replace Reflector,3/31/2014 0:00:00,Y,35,7714922.771320000290871,685600.942568999947980,0.000000000000000,0.000000000000000
160,161, ,1978,3,N,45.531969307600001,-122.402973951000007,71.904058756200001,Muller SC,1546.000000000000000,13TH,Need Paint,3/31/2014 0:00:00,Y,40,7714480.355209999717772,685782.719436999992467,71.904100000000000,0.000000000000000
161,162,needs paint,1980,3,N,45.532943368600002,-122.403039417000002,63.391555089000001,Waterous 67,1202.000000000000000,MCGINNIS,Replace Reflector,3/31/2014 0:00:00,Y,50,7714471.687900000251830,686137.124896000023000,63.391599999999997,0.000000000000000
162,163, ,1990,3,N,45.532966656699998,-122.402138398999995,63.396237309999997,Waterous 67,1201.000000000000000,MITCHELL,Needs Paint,3/31/2014 0:00:00,Y,50,7714701.670049999840558,686140.870951000018977,0.000000000000000,0.000000000000000
163,164,needs paint,1990,3,N,45.532968553200000,-122.401068772000002,64.849523627200000,Waterous 67,1207.000000000000000,12TH,Replace Reflector,3/31/2014 0:00:00,Y,50,7714976.659330000169575,686135.458889000001363,64.849500000000006,0.000000000000000
164,165, ,1990,3,N,45.532957117499997,-122.400076803999994,67.060907812899998,Waterous 67,1305.000000000000000,12TH,Need Paint,3/31/2014 0:00:00,Y,45,7715231.986910000443459,686122.359832999994978,0.000000000000000,0.000000000000000
165,166, ,1995,3,N,45.534681571199997,-122.401849683999998,53.731088114899997,Waterous 67,1010.000000000000000,MITCHELL,Need Paint,5/30/2014 0:00:00,Y,60,7714793.678729999810457,686763.284732999978587,0.000000000000000,0.000000000000000
166,167, ,1995,3,N,45.534683303700000,-122.400089550000004,55.262206787700002,Waterous 67,1011.000000000000000,EDGEFIELD,Need Paint,5/30/2014 0:00:00,Y,60,7715244.336620000191033,686752.474715000018477,0.000000000000000,0.000000000000000
167,168, ,1995,3,N,45.533981342399997,-122.400909007999999,60.754087080500000,Waterous 67,1380.000000000000000,11TH,Need Paint,5/30/2014 0:00:00,Y,55,7715028.762900000438094,686502.481777000008151,0.000000000000000,0.000000000000000
168,169,needs paint,1974,3,N,45.533508196900002,-122.398725678999995,63.632335180600002,Pacific States,1102.000000000000000,CHERRY PARK,O-Rings,3/31/2014 0:00:00,Y,50,7715577.799530000425875,686317.469022999983281,0.000000000000000,0.000000000000000
169,170, ,1974,3,N,45.533517132599997,-122.397111726000006,66.024809870699997,Pacific States,912.000000000000000,CHERRY PARK,O-Rings,3/31/2014 0:00:00,Y,50,7715997.802960000000894,686312.231829000054859,0.000000000000000,0.000000000000000
170,171,needs paint,1973,3,N,45.533502442900001,-122.395111778000000,69.046708644600002,Pacific States,642.000000000000000,CHERRY PARK,Replace Reflector,3/31/2014 0:00:00,Y,50,7716510.489599999971688,686293.887706000008620,0.000000000000000,0.000000000000000
171,172, ,1997,3,N,45.532527978899999,-122.391350068999998,65.697324859399998,Waterous 67,1322.000000000000000,KINGS BYWAY,Need Paint,6/5/2014 0:00:00,Y,50,7717462.456199999898672,685914.870746999979019,0.000000000000000,0.000000000000000
172,173,COLLECT DATA,2013,3,N,45.532314490200001,-122.390068412000005,65.727540677899995, ,1207.000000000000000,KENDALL,Need Paint & Bad valve,6/5/2014 0:00:00,Y,50,7717788.041179999709129,685832.825307999970391,65.727500000000006,0.000000000000000
173,174, ,1974,3,N,45.532487888799999,-122.388767540000003,63.528519082700001,Pacific States,1195.000000000000000,AUTUMN,Need Paint,6/2/2014 0:00:00,Y,50,7718122.782960000447929,685888.234974000020884,0.000000000000000,0.000000000000000
174,175,needs paint,1982,3,N,45.536414408799999,-122.388548628999999,51.607647450899996,Muller Improved,102.000000000000000,7TH,Replace Reflector,8/6/2013 0:00:00,Y,75,7718212.327069999650121,687318.173715000040829,51.607599999999998,0.000000000000000
175,176,need 6 foot key,2011,3,N,45.536386345899999,-122.391588885999994,61.419419575399999,Muller SC,726.000000000000000,KINGS BYWAY, ,8/30/2013 0:00:00,Y,46,7717433.196739999577403,687325.033609000034630,0.000000000000000,0.000000000000000
176,177, ,2010,3,N,45.534686251899998,-122.391593744999994,65.167062653700000,Muller SC,950.000000000000000,KINGS BYWAY,Need Paint,8/30/2013 0:00:00,Y,46,7717417.212190000340343,686704.445940000005066,0.000000000000000,0.000000000000000
177,178, ,1992,3,N,45.535449530100003,-122.393961189999999,61.379702948199999,Waterous 67,672.000000000000000,SUNSET,Need Paint,5/30/2014 0:00:00,Y,50,7716820.377759999595582,686999.932553000049666,0.000000000000000,0.000000000000000
178,179, ,1992,3,N,45.534866331899998,-122.395305917000002,61.212370231199998,Waterous 67,802.000000000000000,SUNSET,Need Paint,5/30/2014 0:00:00,Y,55,7716471.355820000171661,686792.643598000053316,0.000000000000000,0.000000000000000
179,180, ,1991,3,N,45.534285719400003,-122.396653048999994,60.552645943199998,Waterous 67,962.000000000000000,SUNSET,Need Paint,5/30/2014 0:00:00,Y,55,7716119.529419999569654,686591.809025999973528,0.000000000000000,0.000000000000000
180,181, ,1991,3,N,45.533918836600002,-122.397632909999999,61.510062477200002,Waterous 67,1040.000000000000000,RIVERVIEW,Need Paint,5/30/2014 0:00:00,Y,55,7715867.433469999581575,686462.306660000002012,0.000000000000000,0.000000000000000
181,182, ,1991,3,N,45.534740764699997,-122.393923227000002,66.669848259000005,Waterous 67,637.000000000000000,CRESTVIEW,Need Paint,5/30/2014 0:00:00,Y,50,7716824.132340000011027,686740.136812999960966,0.000000000000000,0.000000000000000
182,183, ,1991,3,N,45.534189288599997,-122.395198519000004,66.253365462500000,Waterous 67,778.000000000000000,CRESTVIEW,Need Paint,5/30/2014 0:00:00,Y,50,7716493.199930000118911,686546.294681000057608,0.000000000000000,0.000000000000000
183,184, ,0,3,Y,45.535701765399999,-122.396261073000005,41.886681777900002, ,901.000000000000000,LIVINGSTON, ,,N,0,7716230.561350000090897,687104.695138999959454,41.886699999999998,0.000000000000000
184,185, ,0,3,Y,45.534544754700001,-122.398509777000001,54.978723012499998, ,1129.000000000000000,LIVINGSTON, ,,N,0,7715644.600909999571741,686696.486966000054963,54.978700000000003,0.000000000000000
185,186, ,0,3,Y,45.536425600500003,-122.394914005999993,34.391403055399998, ,745.000000000000000,LIVINGSTON, ,,N,0,7716582.957299999892712,687354.794705000007525,34.391399999999997,0.000000000000000
186,187,needs reflector,1972,3,N,45.530465301800000,-122.387400327999998,52.079257467300003,Pacific States,1530.000000000000000,TROUTDALE,O-Rings,6/2/2014 0:00:00,Y,70,7718455.814779999665916,685142.798472000053152,52.079300000000003,0.000000000000000
187,188,needs 6in xtension,1978,3,N,45.528970820200001,-122.387395159999997,48.237042283699999,Pacific States,166.000000000000000,17TH,Need Paint,6/2/2014 0:00:00,Y,80,7718444.410269999876618,684598.016753999982029,48.237000000000002,0.000000000000000
188,189, ,1972,3,N,45.527331242899997,-122.387386946000007,44.907652930799998,Pacific States,1953.000000000000000,TROUTDALE,Need Paint,6/5/2014 0:00:00,Y,80,7718432.550390000455081,684000.328643999993801,44.907699999999998,0.000000000000000
189,190, ,2003,3,N,45.526408654699999,-122.388873519000001,51.538233419400001,Waterous 67,123.000000000000000,21ST,Need Paint,6/5/2014 0:00:00,Y,65,7718047.059689999558032,683672.855218000011519,0.000000000000000,0.000000000000000
190,191, ,1993,3,N,45.526474986300002,-122.389688906000003,54.858327837799997,Muller SC,2002.000000000000000,SUNRISE,Need Paint,6/5/2014 0:00:00,Y,65,7717835.775989999994636,683699.679968000040390,0.000000000000000,0.000000000000000
191,192,needs reflector  and o rings,1972,3,N,45.525775458699997,-122.387330297999995,43.234740220900001,Pacific States,2167.000000000000000,HARLOW,Need Paint,4/10/2014 0:00:00,Y,75,7718433.813839999958873,683432.894084000028670,43.234699999999997,0.000000000000000
192,193,needs paint and valve vacced,1972,3,N,45.524220841499996,-122.387057280999997,41.831461722100002,Pacific States,2335.000000000000000,HARLOW,Replace Reflector,4/23/2014 0:00:00,Y,80,7718491.498429999686778,682861.031710000010207,0.000000000000000,0.000000000000000
193,194, ,1976,3,N,45.524161329599998,-122.384329391999998,35.828534554800001,Muller SC,2350.000000000000000,BEAVER CREEK,Need Paint,4/24/2014 0:00:00,Y,87,7719193.284099999815226,682824.478961999993771,35.828499999999998,0.000000000000000
194,195, ,1976,3,N,45.525813010400000,-122.384459652000004,34.213949164600002,Muller SC,2146.000000000000000,HARLOW,Need Paint,4/23/2014 0:00:00,Y,85,7719173.218519999645650,683427.251706999959424,34.213900000000002,0.000000000000000
195,196, ,1976,3,N,45.525435981100003,-122.386372815000001,38.220401654699998,Muller SC,2206.000000000000000,HARLOW,Need Paint,4/23/2014 0:00:00,Y,85,7718678.488540000282228,683298.996058000018820,0.000000000000000,0.000000000000000
196,197,needs paint,1975,3,N,45.524196287000002,-122.386398751000002,38.462998927000001,Muller SC,2340.000000000000000,HARLOW,Replace Reflector,4/23/2014 0:00:00,Y,80,7718660.336350000463426,682849.318479000008665,0.000000000000000,0.000000000000000
197,198, ,1973,3,N,45.524131118100001,-122.385324574999999,37.346333994900000,Muller SC,2437.000000000000000,BEAVER CREEK,Need Paint,4/24/2014 0:00:00,Y,95,7718937.351209999993443,682818.271952999988571,37.346299999999999,0.000000000000000
198,199, ,1976,3,N,45.525272282099998,-122.384450497000003,33.914680568900003,Muller SC,2231.000000000000000,BEAVER CREEK,Need Paint,4/23/2014 0:00:00,Y,90,7719170.022660000249743,683232.786871999967843,33.914700000000003,0.000000000000000
199,200, ,1977,3,N,45.530202134500001,-122.381626199999999,31.862659606899999,Dresser 500,1532.000000000000000,BEAVER CREEK,Need Paint & Riser,5/27/2014 0:00:00,Y,90,7719936.458469999954104,685010.201624999986961,31.862700000000000,0.000000000000000
200,201,needs paint,1995,3,N,45.534746587500003,-122.380571955999997,29.387826214800000,Muller SC,869.000000000000000,10TH,Replace Reflector,5/5/2014 0:00:00,Y,100,7720242.456220000050962,686659.677984999958426,0.000000000000000,0.000000000000000
201,202,needs paint,1995,3,N,45.536049101000003,-122.382722512000001,29.979505203399999,Muller SC,748.000000000000000,BEAVER CREEK,Replace Reflector,5/5/2014 0:00:00,Y,100,7719705.264050000347197,687148.017559000058100,29.979500000000002,0.000000000000000
202,203, ,1995,3,N,45.535382053799999,-122.384549320000005,38.259333115799997,Muller SC,572.000000000000000,BEAVER CREEK,Replace Reflector,,Y,90,7719231.620969999581575,686915.785083999973722,38.259300000000003,0.000000000000000
203,204, ,1998,3,N,45.534732300199998,-122.386070685000007,51.011543178799997,Kennedy,419.000000000000000,10TH,Need Paint,9/9/2013 0:00:00,Y,75,7718832.776949999853969,686690.199249000055715,51.011499999999998,0.000000000000000
204,205, ,1998,3,N,45.535228740900003,-122.383220029000000,31.900471804799999,Clow,982.000000000000000,DIX,Need Paint,7/9/2014 0:00:00,Y,94,7719570.844700000248849,686851.959752000053413,31.900500000000001,0.000000000000000
205,206,needs paint,1996,3,N,45.534651906199997,-122.382722701999995,32.017210153999997,Clow,664.000000000000000,10TH,Replace Reflector,5/5/2014 0:00:00,Y,95,7719693.852649999782443,686638.728222999954596,32.017200000000003,0.000000000000000
